Gene name,baseMean,log2FoldChange,lfcSE (standard error),Wald stat,P value,Adj. P value
Cstad,41.46735485,-4.151060831,1.018528201,-4.075548255,4.59E-05,0.001428602
Ascc1,91.91749008,-3.365601942,0.826106391,-4.074053872,4.62E-05,0.0014335
Zfp692,305.7026999,-2.879542968,0.707547662,-4.069751231,4.71E-05,0.001455874
Pdcd6,791.899907,2.043705628,0.502665617,4.065735865,4.79E-05,0.001476763
Ddit3,493.2855287,2.650287825,0.652045135,4.064577257,4.81E-05,0.001479713
Cck,809.5447345,-2.445053403,0.601923109,-4.062069335,4.86E-05,0.001489543
Epha7,2407.422547,1.654937771,0.407454374,4.061651755,4.87E-05,0.001489543
6330403K07Rik,504.7200483,-2.631534876,0.648232562,-4.059553667,4.92E-05,0.001498569
Gfra2,310.1452942,-2.133940147,0.526073493,-4.056353672,4.98E-05,0.001505951
Ylpm1,677.7984197,-1.945212116,0.479452623,-4.057151889,4.97E-05,0.001505951
Mkx,146.396671,-3.233602547,0.797053633,-4.056944742,4.97E-05,0.001505951
Vgf,66.60419445,2.718776133,0.670471034,4.055023998,5.01E-05,0.001510141
Atp2b4,242.2585382,-2.376641661,0.586416985,-4.052818596,5.06E-05,0.001520034
Aars,1473.506415,2.083719089,0.514514603,4.049873566,5.12E-05,0.001534842
Spon1,639.5714735,-1.877870217,0.464644639,-4.041519176,5.31E-05,0.00158333
Trim9,3429.4037,1.475916977,0.365335578,4.039893907,5.35E-05,0.00158333
Lrrc4c,754.6725686,1.830689997,0.453080814,4.040537447,5.33E-05,0.00158333
A830018L16Rik,515.5340271,-1.713150709,0.423940418,-4.041017646,5.32E-05,0.00158333
Csgalnact1,105.336643,-3.187035013,0.789656072,-4.035978608,5.44E-05,0.001605384
Eif5,2049.6785,1.416394603,0.351382998,4.03091388,5.56E-05,0.001635717
Ubald1,331.9705659,-1.479140486,0.367287987,-4.02719538,5.64E-05,0.001657086
Btbd9,1510.893225,-1.295243333,0.321786126,-4.025168357,5.69E-05,0.001666703
Svip,81.62582004,-2.177532904,0.541831788,-4.018835648,5.85E-05,0.00170731
Slc24a3,137.9970452,-2.562580687,0.637808515,-4.017790023,5.87E-05,0.001710084
Gsg1l,496.1640933,2.460326696,0.612465286,4.017087581,5.89E-05,0.001710384
Tbk1,358.6808745,2.488604174,0.620106461,4.013188589,5.99E-05,0.001729207
Ubr3,523.1831003,1.63740031,0.4079745,4.0134869,5.98E-05,0.001729207
Aldh2,56.03294071,-3.380876153,0.843254374,-4.009319439,6.09E-05,0.001752901
Tmem167,638.9269246,1.590489494,0.397172977,4.004525951,6.21E-05,0.00178387
Rai2,253.5023304,2.473645575,0.617942727,4.003033723,6.25E-05,0.001785273
Tmem2,441.9541915,1.811157918,0.452441407,4.003077284,6.25E-05,0.001785273
Tmem14a,80.63249272,-3.192663523,0.799109825,-3.995275019,6.46E-05,0.001839694
Csf1,50.05855487,-3.685643236,0.92361702,-3.990445344,6.59E-05,0.001872419
Eif2s2,851.5957011,1.412086332,0.354121268,3.987578433,6.68E-05,0.001890006
Emp2,186.2250555,2.878953818,0.722417016,3.98516889,6.74E-05,0.001893765
Lepre1,228.5854914,3.218473922,0.807429332,3.986075056,6.72E-05,0.001893765
Pla2g4e,77.77489914,-3.765388158,0.944778286,-3.985472798,6.73E-05,0.001893765
Akap1,97.32657724,-2.747300206,0.689556402,-3.984155899,6.77E-05,0.00189672
Btg1,346.6319782,-1.976872765,0.496833672,-3.978942805,6.92E-05,0.001932389
Rasd1,72.98606435,3.805570504,0.956700268,3.977808546,6.96E-05,0.001932389
A430005L14Rik,185.0799095,-2.986333366,0.75069162,-3.97810937,6.95E-05,0.001932389
Pdcd2l,349.2220426,2.634907804,0.664586,3.964735647,7.35E-05,0.002035951
Shroom2,423.7498334,-2.965353698,0.748625651,-3.961063442,7.46E-05,0.002056524
Slc1a3,585.8661295,-2.942254556,0.742758948,-3.961250905,7.46E-05,0.002056524
Slc7a3,145.4315224,3.80121959,0.960514621,3.95748228,7.57E-05,0.002082053
Dock9,581.7842969,-2.480156316,0.627309951,-3.953637772,7.70E-05,0.002110211
Fbln1,112.9806669,-3.479593933,0.881487126,-3.947413218,7.90E-05,0.002160101
Sfmbt2,87.3113527,3.127490475,0.793140962,3.943171046,8.04E-05,0.0021929
Cpsf2,553.5527142,1.572758335,0.399124497,3.940520685,8.13E-05,0.002211452
Ppp1r9b,455.2442337,-1.556507306,0.395989838,-3.930674871,8.47E-05,0.002297975
Stim2,377.3087648,-1.924171954,0.489857303,-3.928025454,8.56E-05,0.002317366
Psmc6,875.0915679,1.911180628,0.48721256,3.92268341,8.76E-05,0.002363201
Mcf2l,371.9561733,-2.527372657,0.646306243,-3.910487764,9.21E-05,0.002479312
Llph,437.1400333,1.662952799,0.425775603,3.90570241,9.40E-05,0.002522346
Fbxo31,322.170288,-2.445781882,0.626631065,-3.903065164,9.50E-05,0.00254341
Scnn1a,32.46075557,-3.760098811,0.963903292,-3.900908776,9.58E-05,0.002559561
Tubgcp2,364.9655198,-1.732264866,0.444301382,-3.898850953,9.67E-05,0.002574772
Hsd17b12,257.6289785,1.753340281,0.449838567,3.89771,9.71E-05,0.002580297
Abhd8,464.2052001,-1.964286743,0.504170546,-3.896075956,9.78E-05,0.002584504
Zfand1,120.8911009,-3.298183974,0.846490518,-3.896303506,9.77E-05,0.002584504
Sec1,85.80862898,-3.771866288,0.968515348,-3.894482721,9.84E-05,0.00259493
Rgs14,403.225177,-2.926766754,0.751909217,-3.892446972,9.92E-05,0.002610166
Timp2,323.7088797,-2.494056413,0.641433443,-3.888254409,0.000100968,0.002648934
Trpm3,442.4456523,-1.967824586,0.506378684,-3.886073105,0.000101879,0.002652689
Rnf157,287.9294502,-2.392048832,0.615483818,-3.886452843,0.00010172,0.002652689
C1qc,425.1278045,3.16763436,0.8148848,3.887217381,0.0001014,0.002652689
Islr2,58.46993547,-3.139252847,0.808704606,-3.881828819,0.000103674,0.002692662
Upp1,60.23423436,-4.092119932,1.054664153,-3.880021824,0.000104447,0.002705963
Caskin1,178.0020286,-2.520116755,0.649613488,-3.879409531,0.00010471,0.002706018
Dusp28,51.89816257,-3.646311274,0.940964147,-3.875079923,0.00010659,0.002747734
Zfp275,397.5559988,3.268475293,0.843951281,3.872824613,0.000107581,0.002766413
Fibcd1,48.63061389,-3.58209365,0.926260249,-3.867264795,0.000110063,0.002823222
Clpx,269.404139,2.139737136,0.553777696,3.863891866,0.000111595,0.002855445
Galnt16,404.806726,-2.329204813,0.603579117,-3.858988405,0.000113857,0.002906167
Mctp1,236.6111348,-1.920540969,0.497787819,-3.858151801,0.000114248,0.002908965
Ubtf,647.880565,-1.535597628,0.398227498,-3.856081349,0.000115219,0.00292651
Pacs1,155.2192483,-2.823085663,0.732435459,-3.854381474,0.000116023,0.002939711
Plcxd1,89.15448207,3.074300263,0.798996052,3.847703945,0.00011923,0.003010066
Nupl2,92.44808434,-3.411017771,0.886578416,-3.847395457,0.00011938,0.003010066
Ppm1k,298.6904299,-2.059083626,0.535453914,-3.84549178,0.000120311,0.00302617
Syt13,753.706619,-2.278294441,0.59270206,-3.843911798,0.000121089,0.003038355
Ptges3,1219.928228,1.197029172,0.311962857,3.837088763,0.000124501,0.003116446
Slit3,266.6114745,-2.378726062,0.620739994,-3.832081205,0.000127064,0.00317292
Rasa1,474.249708,-2.085820902,0.544402422,-3.831395341,0.000127419,0.003174131
Arhgef28,197.9592363,-3.05730276,0.798591833,-3.828367176,0.000128996,0.003205726
Itga8,249.2264202,-2.935949428,0.767769268,-3.82399967,0.000131304,0.003255273
Pcdh19,577.2551879,-2.424065297,0.634143601,-3.82258103,0.000132062,0.003266251
Acsf3,79.65904888,-3.048606388,0.797667054,-3.821903352,0.000132426,0.003267444
Plk1s1,82.2821371,-3.448216501,0.90282892,-3.819346529,0.000133806,0.003293654
Camta2,988.6988248,-1.139735118,0.298583158,-3.817144694,0.000135005,0.003315301
Irf2bp1,110.5892286,-2.202529924,0.577137309,-3.816301405,0.000135467,0.003318782
Itgav,334.4192037,2.389000868,0.626360286,3.814100158,0.00013668,0.003332742
Cdh8,392.1587043,-2.063614772,0.541019719,-3.814306019,0.000136566,0.003332742
Neurod2,531.8313935,-1.87748734,0.492478952,-3.812319961,0.000137669,0.003348964
Zfp804a,155.0156475,2.577997359,0.676707385,3.80961907,0.000139181,0.003369938
Olfml3,96.3539995,3.897620127,1.023032989,3.809867493,0.000139041,0.003369938
Osbpl3,50.99118023,-3.503135174,0.920358772,-3.806271296,0.000141078,0.003392082
Dcakd,249.7276316,-2.915453105,0.765847039,-3.806834731,0.000140757,0.003392082
Ift140,165.3784577,-2.916565658,0.766035508,-3.807350477,0.000140464,0.003392082
Tars,435.1420566,2.235085772,0.587539191,3.80414755,0.000142293,0.003413393
Fastkd1,57.39199618,-3.313164229,0.872455208,-3.797517854,0.000146152,0.003497866
2610301B20Rik,327.1590735,2.042637785,0.539066219,3.789214966,0.000151124,0.003608523
Fuz,40.84399663,-3.703260603,0.977659591,-3.787883469,0.000151936,0.003619571
Arr3,171.6216221,3.338620502,0.881683131,3.786644414,0.000152695,0.003621012
Lins,104.9575797,3.187594939,0.841773951,3.786758828,0.000152625,0.003621012
Bcan,100.9390176,-3.404295561,0.900362169,-3.7810291,0.000156181,0.003686806
Prps2,123.4318421,-2.496044377,0.660115657,-3.781222808,0.00015606,0.003686806
Capn3,254.9721868,-3.221322082,0.852428012,-3.778996038,0.000157462,0.003700177
Fam43b,48.11927399,-3.563439164,0.94293828,-3.779079965,0.000157409,0.003700177
Gm11744,99.03938981,-3.711663219,0.982755485,-3.77679217,0.000158861,0.003724612
Ramp1,528.0305987,-2.017053212,0.534629531,-3.772805456,0.000161422,0.003776112
Ppp2r2b,201.3057411,2.78975502,0.739575436,3.772103407,0.000161877,0.003778227
Dnajc2,414.6619514,1.946816889,0.516279516,3.770858284,0.000162687,0.003788597
Cys1,48.99887491,-3.598399252,0.95495744,-3.76812526,0.000164478,0.00382172
Avl9,256.2626249,2.704392199,0.718548061,3.763690064,0.000167424,0.003881474
Icam5,879.9533355,-2.020468251,0.537295336,-3.760442563,0.000169613,0.003914699
Orai2,770.4457069,-1.765128856,0.469386495,-3.760502008,0.000169573,0.003914699
Prss36,35.81949349,-3.525376207,0.937988897,-3.758441296,0.000170975,0.003928637
Arid5b,389.5294471,1.892469666,0.503491512,3.758692291,0.000170804,0.003928637
Tubb4b,985.2336712,1.558543138,0.414779614,3.757521071,0.000171605,0.003934384
Il1rap,740.641965,-2.115002108,0.56296264,-3.756913795,0.000172022,0.003935234
Kcnip2,593.575489,-2.393678292,0.637506169,-3.754753145,0.000173512,0.003957791
Ndufv3,365.9860253,-1.30716032,0.348220502,-3.75382929,0.000174153,0.003957791
BC005537,318.1931222,2.221505365,0.59176913,3.754006848,0.00017403,0.003957791
Siglech,133.0809146,2.51383902,0.670170122,3.751046095,0.000176098,0.003993232
Rapgefl1,615.078986,-1.895728776,0.505601993,-3.749448779,0.000177224,0.004009976
Pcdh11x,159.0330316,3.221618891,0.859800702,3.746936801,0.000179007,0.004041506
Nelfcd,340.3273667,-2.632771106,0.702978212,-3.745167434,0.000180274,0.004061249
Grasp,388.2263557,1.617350944,0.432091425,3.743075768,0.000181781,0.004086335
Mypop,33.27670541,-2.904525886,0.777324249,-3.73656925,0.000186548,0.004184411
Megf11,341.7403529,2.491893084,0.667282898,3.734387756,0.000188172,0.004211729
Psmd3,1111.357352,1.544315614,0.413643115,3.733449336,0.000188875,0.004218348
Lrrc8d,219.1490263,2.756267398,0.738387724,3.732818556,0.000189349,0.004219836
Ctsd,1845.530396,1.65028184,0.442316028,3.731001672,0.00019072,0.004241268
Pqlc2,124.6766786,3.199662074,0.858416096,3.727402236,0.000193464,0.004275269
Chst9,67.38747656,-3.562783493,0.955592678,-3.728349509,0.000192738,0.004275269
Ube2k,866.3048911,1.269332618,0.340543559,3.727372269,0.000193487,0.004275269
Rgs7,1199.302307,1.764789599,0.473677582,3.725719066,0.000194759,0.004294234
Luc7l,1320.316855,1.41063044,0.378904569,3.722917469,0.000196934,0.004332964
Ankrd27,125.3089104,-3.094878058,0.831905473,-3.720228028,0.000199043,0.004360851
Il33,96.99086066,-3.398906163,0.9135973,-3.720354868,0.000198943,0.004360851
Plekha6,153.9380882,-2.810307186,0.756050669,-3.717088418,0.000201532,0.00439865
Popdc3,45.83776001,3.488225755,0.938456574,3.716981533,0.000201617,0.00439865
Gtf3c2,429.4523697,-1.885134596,0.507583124,-3.713942619,0.000204055,0.004442485
Uqcr11,894.7445464,-1.431048235,0.385385529,-3.713290009,0.000204582,0.004444624
Akap13,450.2594187,2.92308913,0.787593977,3.711416307,0.000206103,0.004468292
B3gat1,276.98646,-2.385514323,0.643333854,-3.708050348,0.000208861,0.004518639
Setd6,166.3184655,-2.777509841,0.750551992,-3.700622834,0.000215071,0.004643292
Snph,553.7691177,-1.928374409,0.521862102,-3.695180012,0.000219731,0.00471945
Tyrobp,188.1661535,3.221061259,0.871756358,3.69490997,0.000219965,0.00471945
Zfp87,109.2423952,-3.190326787,0.863194797,-3.695952289,0.000219064,0.00471945
Cwc27,206.3529568,2.192952264,0.59449417,3.688770007,0.000225341,0.004824807
Ctage5,212.6008883,2.589651081,0.70263685,3.685618085,0.000228148,0.004874846
Trpm2,55.69521129,-2.812793881,0.763371988,-3.684696223,0.000228976,0.004882456
Ctxn1,1890.995676,-1.445106596,0.392711199,-3.679820188,0.000233398,0.004966547
Nars,1934.909429,1.566650162,0.426177696,3.676049161,0.000236874,0.005030172
Tmod2,1883.110622,-1.128780367,0.307245851,-3.673866917,0.000238907,0.005062976
Utp6,110.0203561,-2.447061164,0.666590491,-3.671011209,0.000241593,0.00510944
Cryz,49.77633192,-3.73922327,1.019277287,-3.668504457,0.000243973,0.005149281
Ywhah,4464.708909,-1.077933611,0.294371427,-3.661814675,0.000250435,0.005264215
Mtdh,438.1787798,1.122377168,0.306467698,3.662301685,0.000249959,0.005264215
Nell2,1509.911888,-1.405466344,0.383930658,-3.660729655,0.000251498,0.005274131
Prrt1,40.2665658,-2.821077051,0.771158443,-3.658232722,0.00025396,0.005274131
Pitpnc1,545.8534719,-1.722967195,0.470935771,-3.658603362,0.000253593,0.005274131
Cisd3,85.85309342,-2.569696327,0.702438848,-3.658249161,0.000253944,0.005274131
Trip11,348.1696794,1.75314844,0.479162231,3.658778437,0.00025342,0.005274131
Tacc1,1206.130975,1.553080265,0.424340949,3.659982069,0.000252233,0.005274131
Atp6v1g2,2294.802583,-1.499392956,0.410255024,-3.654782676,0.0002574,0.005334871
Clcn2,80.6378318,-2.867733575,0.784797898,-3.654104559,0.000258081,0.005338312
D10Jhu81e,74.71386462,-3.063197652,0.838641971,-3.652568984,0.00025963,0.005359649
Akt3,362.0644593,-2.361770516,0.646702074,-3.652022486,0.000260183,0.005360392
Golga7b,170.7760314,-1.966946181,0.538933532,-3.64970087,0.000262546,0.005388316
Tmem198,532.834591,1.890294692,0.517935918,3.649669056,0.000262578,0.005388316
Prosc,383.4065024,2.039045143,0.559041253,3.64739656,0.000264911,0.005425438
Adcy9,365.5718263,-2.037309989,0.558724985,-3.646355618,0.000265986,0.005432851
Chd3,690.3877148,-1.474097921,0.40430203,-3.646031463,0.000266321,0.005432851
B930059L03Rik,48.60748939,-3.168183073,0.869089496,-3.645404861,0.000266971,0.005435407
Mapk1ip1,213.3399129,-2.536825549,0.696271574,-3.643442652,0.000269016,0.005466292
Nol3,153.2495344,2.747834869,0.754555151,3.641662064,0.000270884,0.005493475
Fez1,1234.851297,-1.767355329,0.485559733,-3.639830922,0.000272817,0.005511119
Rnf217,113.5338291,3.214143206,0.882971405,3.640144162,0.000272485,0.005511119
Hspa8,13298.07389,1.185808146,0.325841728,3.639215132,0.00027347,0.005513565
Gpr19,223.5839512,3.120054547,0.857474607,3.638655329,0.000274065,0.005514833
Negr1,791.6825049,-1.266700553,0.348246515,-3.637367495,0.000275439,0.005531729
Tenm1,161.221235,-2.469831656,0.67977326,-3.633316876,0.000279801,0.005608469
Pnma2,254.0396933,-2.318576757,0.638269372,-3.632599118,0.000280581,0.00561324
Lrrn2,538.9792942,-1.859001772,0.511846253,-3.631953467,0.000281284,0.005616463
Smap2,919.7987782,0.957064995,0.263635611,3.630256888,0.000283139,0.005642413
Agrn,380.7786892,-2.589067221,0.713286594,-3.62977132,0.000283672,0.005642413
Dapk1,589.5563054,-1.815071016,0.500278675,-3.6281199,0.000285493,0.005667741
Nlgn3,304.4908935,-2.040189549,0.562647168,-3.626054953,0.000287784,0.005690671
Adora1,455.1013332,-1.540456839,0.424883683,-3.625596609,0.000288295,0.005690671
Efnb3,537.7747679,-2.501518414,0.689928859,-3.625762832,0.00028811,0.005690671
Neurod1,383.937533,-2.258866599,0.623119316,-3.62509481,0.000288855,0.005690892
Sfxn1,396.1929272,-2.333160408,0.643891258,-3.623531737,0.000290608,0.005714546
Tpt1,2463.203184,1.201343853,0.332031298,3.618164499,0.0002967,0.005795149
Cwc22,102.1407713,-2.294744581,0.634170758,-3.618496364,0.00029632,0.005795149
Trim39,143.8244277,2.022849451,0.558903606,3.619317231,0.000295381,0.005795149
1500009C09Rik,80.03823007,-3.044995285,0.84163505,-3.617952086,0.000296943,0.005795149
Ssbp2,562.1150452,-2.091384875,0.578650496,-3.614245367,0.000301224,0.005867634
Htr1a,164.6619975,-2.902014107,0.803233255,-3.612915785,0.000302773,0.005886749
Pik3ip1,236.4523099,-2.871247712,0.79757079,-3.599991057,0.000318228,0.006175652
Nipal3,160.5426373,-2.693034827,0.748673278,-3.597076196,0.000321814,0.006233572
Arhgap32,492.3016363,1.598647043,0.444631057,3.595446197,0.000323836,0.006249372
Dvl2,115.1012624,-2.972458473,0.826692691,-3.595602703,0.000323641,0.006249372
Enc1,1659.872718,-1.454474434,0.404914435,-3.592053799,0.000328082,0.006319544
Ubr4,1678.232028,1.389626072,0.387326728,3.587736065,0.000333562,0.006401296
Camta1,1005.289076,-1.378514859,0.384192219,-3.588086352,0.000333114,0.006401296
Mtx3,96.40607029,-2.616728486,0.730352134,-3.5828313,0.00033989,0.006510687
AI597479,111.0324706,-2.760445526,0.771056366,-3.580082658,0.000343486,0.006555323
Ajap1,91.78026285,-3.017665638,0.842831577,-3.580389869,0.000343082,0.006555323
Cpne4,402.8985973,-2.105353682,0.588463334,-3.577714292,0.000346612,0.006602832
Mki67ip,575.3281057,1.531152058,0.428415082,3.57399196,0.00035158,0.006685176
Cep290,152.1312681,2.185297888,0.611676564,3.572636287,0.000353405,0.006707584
Spcs1,686.272054,1.091798613,0.305707204,3.5713866,0.000355096,0.006727354
Lingo1,867.6159642,1.823477103,0.51073324,3.570312168,0.000356556,0.006742683
Dom3z,52.6808045,-2.974353005,0.833315613,-3.569299506,0.000357937,0.006756469
Hcn1,131.3802699,3.184239329,0.892404548,3.568156769,0.000359501,0.00677366
Dgkh,637.2661975,-1.900817972,0.533297079,-3.564275984,0.000364862,0.006862185
Dpysl2,2774.706164,-1.280848105,0.359615951,-3.561711048,0.000368446,0.006913231
Rab3b,168.3699884,-3.11900247,0.875784715,-3.561380343,0.00036891,0.006913231
Mob4,482.0050791,1.33618289,0.375281371,3.560482864,0.000370173,0.006924382
Hmox1,96.54291472,3.101274381,0.871524075,3.558449468,0.000373051,0.006965627
Abhd4,165.7640195,-3.202234989,0.900138197,-3.557492614,0.000374412,0.006973932
Kcnt2,77.64306357,-3.011001047,0.846517175,-3.556928476,0.000375216,0.006973932
Pnmal2,2331.458062,-1.186865335,0.333739927,-3.556258144,0.000376174,0.006973932
D630045J12Rik,345.3763014,-1.665272466,0.468266523,-3.556249239,0.000376187,0.006973932
Atp6v0e2,2071.342307,-1.124732644,0.316355749,-3.555278027,0.00037758,0.006987245
Vimp,622.0240139,2.005092047,0.564230215,3.553677192,0.000379885,0.00701738
Lxn,66.623152,-3.436666877,0.967549741,-3.551927857,0.00038242,0.007051629
Akt1,251.7085218,-1.796346826,0.506623514,-3.545723357,0.000391537,0.007206924
Rgl1,271.6122546,-2.172611637,0.612831715,-3.545201046,0.000392314,0.007208417
Zfp697,78.67099077,2.559395543,0.722229124,3.543744578,0.000394487,0.007235524
Aff3,193.6191208,2.603593515,0.735164203,3.54151291,0.000397839,0.007271269
Slc50a1,182.3534039,-3.024613858,0.853982436,-3.541775253,0.000397444,0.007271269
Nr1d1,267.4143956,-2.221206194,0.627322287,-3.540773605,0.000398956,0.007278835
Mink1,426.5813325,-1.541105834,0.435535922,-3.538412689,0.00040254,0.007331329
Pgm2l1,1112.083704,-1.697290089,0.480259518,-3.534110257,0.00040915,0.007431251
Elac1,178.9946544,-3.129848416,0.885661695,-3.533909655,0.000409461,0.007431251
Pon2,149.7751075,-2.592925416,0.73430969,-3.531106088,0.000413826,0.007466623
Cdk11b,705.6043194,1.453834831,0.41166435,3.53160246,0.00041305,0.007466623
Cdc16,391.4088414,1.572892257,0.445448584,3.531029875,0.000413945,0.007466623
Tuba1a,1488.07358,-1.207677056,0.342039835,-3.530808201,0.000414292,0.007466623
Kcnn3,59.71917517,-3.037179226,0.861115173,-3.527030206,0.000420249,0.007560831
Zfp668,182.6690886,-2.14171157,0.608157562,-3.521639299,0.000428887,0.007702875
Ttyh1,735.2409032,1.655975637,0.470676997,3.518284617,0.000434346,0.007787422
Isoc1,86.54078958,-2.422578443,0.688914302,-3.516516401,0.00043725,0.007806646
Pde1b,628.6367542,-2.006801378,0.570721036,-3.516256193,0.000437678,0.007806646
Rfx3,1249.692953,-1.453251133,0.413235475,-3.516762769,0.000436844,0.007806646
Hrsp12,150.8776606,-3.122946439,0.888497181,-3.514863643,0.00043998,0.007834211
Sac3d1,139.4691468,-2.447086061,0.696522355,-3.513291487,0.000442592,0.007867199
Nkain4,51.90496887,-3.429509462,0.977279048,-3.509242799,0.000449384,0.007974266
Psrc1,78.23685297,-3.331216216,0.950965633,-3.502982758,0.000460079,0.008150088
Snap91,1798.129301,1.125513761,0.321444405,3.501425888,0.000462776,0.008169922
Yipf5,538.8691549,1.440737577,0.411434867,3.501739142,0.000462232,0.008169922
Patz1,79.09749921,-2.637837399,0.753931784,-3.498774631,0.000467401,0.008237553
Impact,1333.400972,1.543813581,0.441502397,3.49672752,0.000471003,0.008282282
0610011F06Rik,166.057279,-2.458650912,0.703190035,-3.496424566,0.000471538,0.008282282
Lmo3,445.0042184,-1.783329458,0.51026734,-3.494892418,0.000474253,0.008287829
Zbtb40,104.7209258,-3.34607233,0.957366163,-3.495081044,0.000473918,0.008287829
Glt25d1,461.4839229,-2.336272337,0.668346222,-3.49560192,0.000472994,0.008287829
Arhgap39,331.3306953,-1.702160887,0.48729365,-3.493090636,0.000477464,0.008315906
Mafg,192.9115126,2.355757219,0.674396309,3.493134804,0.000477385,0.008315906
Ncdn,10408.10643,-1.247231194,0.35733657,-3.490354186,0.000482381,0.008387436
Spock2,135.6244567,-1.220293691,0.349846323,-3.488084943,0.000486493,0.008435553
Magee2,122.3193649,-2.562663974,0.73472352,-3.487929683,0.000486776,0.008435553
Prdm8,253.6261412,-1.98607132,0.569554334,-3.487062076,0.000488358,0.008448838
Mtrr,92.89294874,-2.543900456,0.729898463,-3.48527992,0.000491622,0.008487371
Lmo7,1173.019426,1.460719987,0.419150541,3.484953122,0.000492223,0.008487371
Ncrna00086,133.6718411,-2.753632841,0.790763451,-3.482245971,0.000497227,0.008559403
Gprin1,387.2003226,-1.71660324,0.493520452,-3.478281868,0.000504639,0.008672593
Rps6ka6,35.17484842,3.926162814,1.12895332,3.477701641,0.000505733,0.008676997
Lrrn3,170.1842897,-2.330959861,0.670722409,-3.475297425,0.000510287,0.008740672
Cdk5r1,434.1108586,-1.785639573,0.514452798,-3.470949288,0.000518622,0.008868777
Plcg1,223.6204074,-2.30543443,0.664515842,-3.469344574,0.00052173,0.008907226
Msn,54.67088947,3.608963678,1.040611997,3.468116539,0.00052412,0.008933314
Dync2li1,72.27813748,-2.700534001,0.779074208,-3.466337318,0.000527601,0.008977879
Eif4g2,2438.165623,0.932208026,0.269473701,3.459365511,0.00054145,0.00919843
Aatk,205.0220911,-1.878308425,0.543290837,-3.457279783,0.000545658,0.009254753
Myh10,501.5662154,1.397548683,0.404343504,3.456340136,0.000547564,0.009271903
Olfml2b,97.29905173,-3.101744128,0.898719952,-3.451291052,0.000557912,0.009416348
Pde1a,106.8085594,-2.076236462,0.601561017,-3.451414577,0.000557656,0.009416348
Bcas2,531.0974137,1.183812037,0.343222893,3.449105703,0.000562446,0.009477452
Hap1,617.2157194,-2.112349371,0.612560497,-3.448393069,0.000563933,0.009487069
Pkia,1352.534832,-1.313225714,0.381196752,-3.445007618,0.000571043,0.009591121
Psmd2,2238.607052,1.522467632,0.442316136,3.442035026,0.000577355,0.009666831
2610019F03Rik,120.2745213,3.077968717,0.894236784,3.442006381,0.000577417,0.009666831
Dgcr2,568.1814391,-1.587866749,0.461644375,-3.43958864,0.000582599,0.009719345
Cabyr,70.80294281,-3.390249743,0.985757788,-3.439232013,0.000583367,0.009719345
Atp1b2,835.7221447,-1.923455237,0.559239148,-3.439414505,0.000582974,0.009719345
Mcm2,53.60640213,3.293651404,0.958454529,3.436419051,0.000589458,0.009805069
Ntn5,38.76310882,-2.74952671,0.800386779,-3.435247537,0.000592013,0.009831777
Ptpmt1,112.6994463,-2.367856224,0.68973973,-3.432970612,0.000597007,0.009884034
Car4,219.1869167,-2.575675211,0.750376501,-3.432510488,0.000598021,0.009884034
Pgam2,108.3430195,-3.500454927,1.019732778,-3.432717867,0.000597564,0.009884034
Igsf8,745.140536,-2.117759857,0.617135333,-3.431597162,0.000600038,0.009885843
1110059E24Rik,142.4196179,-2.558360888,0.745447838,-3.431978413,0.000599195,0.009885843
Caml,210.4640019,2.253495726,0.65700815,3.429935725,0.000603724,0.009930785
Sec14l1,563.3991493,-2.309025017,0.673473747,-3.428530106,0.000606859,0.009966533
Mmd2,818.5579068,-1.878332093,0.547934875,-3.428020696,0.000607999,0.009969454
Cyb5r1,232.2495432,2.065686278,0.602742553,3.427145253,0.000609963,0.009971776
Zfp369,53.58868975,-3.113130862,0.908386454,-3.427099609,0.000610065,0.009971776
Txnl1,742.7093061,1.589815269,0.463976904,3.426496565,0.000611421,0.009978206
Them4,150.420392,-2.375854928,0.693734377,-3.424732876,0.000615404,0.010027411
Ggh,39.05095039,-3.233401805,0.945414219,-3.420090093,0.000626004,0.010173516
Grm5,1173.318627,-1.191559536,0.348414664,-3.419946574,0.000626334,0.010173516
Rhobtb2,219.3465257,-2.236969681,0.654200693,-3.419393629,0.000627609,0.01017826
Zcchc18,1297.603945,-1.573290898,0.460530688,-3.416256376,0.000634884,0.010280168
Adprh,381.0459863,-2.001150989,0.586097539,-3.414365113,0.000639308,0.010335652
Cir1,169.6034343,-1.639593746,0.480460336,-3.412547557,0.000643587,0.01037246
Fzd3,884.7611963,1.333117006,0.390604766,3.41295632,0.000642622,0.01037246
BC049635,54.34526604,-2.928964071,0.858664821,-3.411067974,0.00064709,0.010406025
Csmd3,478.9891159,-2.071999244,0.607628705,-3.409975905,0.000649686,0.010406025
Fam126a,102.2694263,-2.970711301,0.871047751,-3.410503381,0.000648431,0.010406025
Rasgrf2,484.827827,-1.969499408,0.577516875,-3.410288933,0.000648941,0.010406025
Ccdc177,34.01782488,-3.45444651,1.01422642,-3.405991445,0.000659242,0.01052601
Chac1,58.79784896,3.421592769,1.004707393,3.405561455,0.000660282,0.01052601
Mtus2,156.5288974,-2.351233909,0.690490396,-3.40516526,0.00066124,0.01052601
Wwc1,74.22059038,-2.263559605,0.664688308,-3.405445196,0.000660563,0.01052601
Dgat2l6,43.36367364,3.528153606,1.036780703,3.402989268,0.000666529,0.010593926
